franco,arabic,english,source,annotator,verified,collected_at
3 دجاجات,,,youtube_KG1DG2EoOKM,,false,2026-04-03T19:04:55.758173
"قال يعني بيسأل عليه
الواد القاسي الأناني
مش قاصد يجرح عينيه
الواد متربي زوق

ده حي الله دوبلوم تجارة
وسلامه ما فيهوش حرارة
عايز بشوية شطارة
يكون هوب رق رق رق رق فوق

وعايز قال ينساني انا
وانا ضيعت ييجي 15 سنة وياه
مرة بدلعه مرة بشجعه
و بقول بكرة يقدرني
وعملت بجد اللي عليه
واكتر م اللازم بشوية خلاص
خلاني زهقت بجد زهقت
ما فيش حاجة تصبرني

وعايز قال ينساني انا
وانا ضيعت ييجي 15 سنة وياه
مرة بدلعه مرة بشجعه
و بقول بكرة يقدرني
وعملت بجد اللي عليه
واكتر م اللازم بشوية خلاص
خلاني زهقت بجد زهقت
ما فيش حاجة تصبرني

قال يعني بيسأل عليه
الواد القاسي الأناني
مش قاصد يجرح عينيه
الواد متربي زوق

ده حي الله دوبلوم تجارة
وسلامه ما فيهوش حرارة
عايز بشوية شطارة
يكون هوب رق رق رق رق فوق

انا كان عندي كلام وقلته
وكل اللي انا عايزاه عملته
و اهو كان باب و يا ناس قفلته
ونسيت ايامه خلاص

واهي رجعت من تاني ريما
رجعت لعادتها القديمة
وانا وحدة قيمة وسيمة
وصحابي وعيلتي كلاس

وعايز قال ينساني انا
وانا ضيعت ييجي 15 سنة وياه
مرة بدلعه مرة بشجعه
و بقول بكرة يقدرني
وعملت بجد اللي عليه
واكتر م اللازم بشوية خلاص
خلاني زهقت بجد زهقت
ما فيش حاجة تصبرني

وعايز قال ينساني انا
وانا ضيعت ييجي 15 سنة وياه
مرة بدلعه مرة بشجعه
و بقول بكرة يقدرني
وعملت بجد اللي عليه
واكتر م اللازم بشوية خلاص
خلاني زهقت بجد زهقت
ما فيش حاجة تصبرني

قال يعني بيسأل عليه
الواد القاسي الأناني
مش قاصد يجرح عينيه
الواد متربي زوق
ده حي الله دوبلوم تجارة
وسلامه ما فيهوش حرارة
عايز بشوية شطارة
يكون هوب رق رق رق رق فوق

قال يعني بيسأل عليه
الواد القاسي الأناني
مش قاصد يجرح عينيه
الواد متربي زوق
ده حي الله دوبلوم تجارة
وسلامه ما فيهوش حرارة
عايز بشوية شطارة
يكون هوب رق رق رق رق فوق",,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.588101
0:23  قال يعني بيسأل عليااا!؟😂,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.589100
من يسمعها 2026😂,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.589100
‏‪3:33‬‏ اللقطه المنتظره❤,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.589100
"وعملت بجد الي عليا واكتر من اللازم بشويه خلاص❣️. 
2026/2/5",,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.589100
شكون جا 2026 😂😂,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.589100
قال يعني 😂😂😂2026🧸🧸😋,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:57.589100
‏‪3:35‬‏ ‏قال يعني بيسأل عليا الواد القاسي الإناني ؟,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:58.504414
مين يسمعها 2025,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:58.504414
15 سنة وياه ههههه,,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:58.504414
"Where did you get this song man?
Do you know I've been seeking from 6 years ago...",,,youtube__z3rb5uZZCU,,false,2026-04-03T19:04:58.504414
"اول مرة اسمعها في 2026
يلي متلي يصف جمبي",,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
2026.2.16 لسة ما تغيرت,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
07/02/2026 ربي يهديني ان شاءالله  ادعولي ولكم بالمثل 😢😢😢😢😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
مين في 2026 بيسمعها 🥲,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
"حاسس انه انا الوحيد الي لسه بيسمع هالاغنيه واناالوحيد الي مش عارف يتغير لحد الان .
معقول لسه في حدا بيسمعها غيري في  2026",,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
2026بالصدفه,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
وبقالنا كتير .. 2026,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
2026 مزال نسمعها,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
اناا  2444,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
من لي إجى من 2026,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
"باقي على 2026 10 ايام 
صلو على رسول الله",,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
الأغنية دى سبب الهوس اللى حصلي اول مرة سمعتها كان سنة ٢٠٠٨ وحسيت كأنها بتكلم عني 😢😢😢 وانا دلوقتى ف سنة ٢٠٢٥ ولسه بعاني.. وداخل على 2026,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.503735
2025 اللهم غير حالي للأفضل ورزقني الحلال وبعدنيوأبعد  عني الحرام,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
مين يسمعها 2025😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
مين بسمعها 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
من هنا نهاية 2025 🤦🏻,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
كنسمع ليها في 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
02.10.2025 مابعرف شو جابها ع بالي,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
مين يسمعها في سبتمبر 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
رسالة الي الاستاذ تامر حسني والاستاذ نصر محروس اول مره سمعت هذه الاغنية كان عمري 15سنة وكنت نفسي اتغير واحقق احلامي والان عمري 37سنة وبرضو رجعت اسمها بس لأسف مش عارف اتغير وما حققت اشي بحياتي بل حياتي صارت اسوأ من الاول الان اعاني من امراض مزمنة لاسف,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
انا من غزة اليوم 685 يوم للحرب على غزة انا احي بين شاهد وشهيد شاهد على ظلم البشرية وتأمرهم وتقصيرهم اديان وبشر وشهيد عملها عند الله مقبل غير مدبر دعواتكم ٢٦/٨/٢٠٢٥,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
مين بيسمعها دلوقتي 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
واو ❤😊 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
مين بيسمعها 205 ❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
شكون كيسمعها في 2025❤😊😊,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
انا من عشاق الأغنية لأنها صادقة من واحد نفس من ضمن الناس اللي مش عارفه تتغير ، وربنا يهديه برده زينا قصدي علي تامر حسني ويهدينا برده معاه لاننا كلنا في خندق واحد...بس اسمحلي يا فنان بقولهالك بعد حوالي 19سنة بسمعها  لو تغير كلمات الاغنية الي انا مش عايز اتغير !!!! لأن صدقيني كلنا عارفين ازاي نتغير بس مش عايزين الا من رحم ربي,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:01.504735
ذكريات صغر 🇩🇿 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
اعتقد انا بس اللي بسمعها في 2025!😂💙,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
في هون جماعة 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
انا بسعها فى 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
مين لسه بيسمعها ف 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
منو يسمعها مثلي ب2025 🥺,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
هو أنا الوحيد اللي بسمعها 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
June 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
انتاج 2007,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
اني الوحيد اسمعها ب سنه 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
انا 2025😢😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
كنت اسمعها في 2012,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
انا وحدي 2025 اللي بسمع الاغنية😂😊,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
تأثر ف 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
2025-5-10  ومعرفت اتغير,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
مين بيسمعها في 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
2025 hhhhh,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
انا 2025😢❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
انا بسمعها 2025❤❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
2025 و مش عارف اتغير يا رب تعبت فاتني كل شي مش عارف اشتغل مش عارف اعيش زي الناس 36 سنة و لا زواج لا مستقبل تعبت جدا حاسس اني ميت,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
اعتقد انا الوحيد الي بسمعها ب 2025 😅😅,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
2025 مدمن آيس و كل يوم اقول حبطل ادعولي من قلبكم انا حتجنن ادعولي كأنكم تعرفوني,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
2025 😢 مارس 25,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
لا في بسمع 2025 انا زعلان من نفسي حقيقي 😂😂😂😂,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
أنا مش عارف أتغير 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
15/03/2025 دعوة خير ولكم بالمثل,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:02.320121
مارس 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025 مين عم يسمعها,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025❤❤اجمل الذكريات مع الأغنية,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
هههه انا الوحيده اللي بسمع الأغنية في 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
اظن أنني الوحيد للي بيسعها في 2025 😂,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
منو ديسمعه 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025 اسمعها من اجمل اعمال الفنان تامر❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
وأعتقد انا الوحيده اللي بسمعها 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
كل يوم اقول نحبس الغناء وتاني يوم نسمع اغلظ ثاني 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
أعتقد أنا الوحيدة الليل بسمعها في 2025😂😂,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
مين لسا متلي عبيسمع الغنية 2025 نحن جيل التسعينات ماعمنطلع من ماضينا عمنحب نضل فيه لانو احلا من حاضرنا,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
انا بسمعها ف 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
مين بيسمع من 2025 يمكن انا وحدي 😂😂😂😂😂,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025 يرت نتغير الحسن 😢😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
مين يسمعها ف 2025😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
"مين بيسمعها بقالو 9 ولسه مش عارف يتغير
واحنا فى 2025😂😂",,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025 anyone here 😂🇲🇦🤍🇪🇬,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025 انضمووو 😢😊❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025❤و لم اعرف بعد ان اتغير...هل من مؤنس في هذا العالم الغريب😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
2025 and since 2015 💀,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.111128
Listening to it in 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
‏‪1:42‬‏  مقدرتش اتغير  2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
من الي بيسمعها سنة 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
في 2025 وبسمعها,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
مين بيسمع لها في 2025 😅,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
2025 team,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
مين في 2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
2025 التغيير ان شاء الله,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
من يسمعها 2025😮,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
أعتقد انا الوحيد لي بسمع الأغنية في 2025 بحبها كثير الأغنية 🥺❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
انا بسمعها ب 2025❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
لحظة استيعاب .. اول مرة أسمعها 1/1/2025 😮,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
مين بيسمعها 2025🎉❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
شكون مازال يسمع فيها 1/1/2025,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:03.858470
في حدا ب 2025 بسمعها,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:04.603093
مين بيسمعها في 2025🎉,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:04.603093
اواخر 2024 /12/24❤طاقة 24 يارب خير واتغير,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:04.603093
2025 لسه ماتغيرت 😢,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:04.603093
Ana kont nsitha w jit men tik tok,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:05.299134
هذه الأغنية لما كنت صغيرة اكرها كره مش عادي و اغير القناة بمجرد تبدى الان في 2024 صرت انا ابحث عنها😐🥲,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:05.299134
وداعا 2024 🙃,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:05.299134
أنا هندخل 2025 وللحين أسمعه ❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:05.969200
في نهاية 2024 برجع اسمعها رجعوني ب لايك ❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:05.969200
مين بسمعها في 2025 اه,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:05.969200
"25 Oct 
بجد انا مش عارف اتغير وارجع لنفس البيئة اللي اذتني 💔",,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:07.383500
"29/9/2024
10:11pm",,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:08.054650
حبيبي مازلت اتدركرك في سنة 2024 اريد ان اقول لك تغيرة ولم يتغير قلبي إتجاهك احببتك ومزال احبك اسمك في قلبي وانت كلك في قلبي حنان رايس مدينة فاس احبك ولم انسك,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:08.713333
مين بيسمعها ف 2024 ❤❤,,,youtube_0m1pkUSXmaA,,false,2026-04-03T19:05:09.335937
لايك 2018😍😍,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.162093
اللي بتشوفها ف 2018 لايك اااه مش عارفه اتغير بجد ★↓☆,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.162093
2018 أحسن اغنية❤,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.162093
الي بشوفها ب 2018 يضغط لايك ❤,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.162093
الي بيسمعها 2018 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.162093
الي بيشوفها من 2018 يجي هنا😂😂,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
إلي بيشوفها 2018 يعمل  لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
2018/2/20 التمس منك العذر يامن تهم قلبي,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي بسمعها في سنة 2018 لايك 😉,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
لايك 2018 اغنبه جمده جدأ انا لغايه دلوتي بحب الاغنيه دي بزات,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي بسشوفها ب 2018 لايك ديستو للكل لايك با انا,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
مين لحد 2018 عم بيشوفها؟ والله هيدي اغنيتي كل يوم اسمعها كانه عم يحكي عني,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
يلي شوفها 2018 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
https://www.youtube.com/watch?v=37U3iFlojdk,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
يلي بيسمعها ف 2018 يضغط لايك 🤷🏼‍♂️💖💯,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
24 decembre 2017 hhhh nmout 3liha had lghonya,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
2017 مازال نسمعها,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
Tamer ooooobas,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
12.11.2017 Dortmund  ツ♡,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
انا مش عارف اتغير .كل ما اقول هتغير .تحصل حاجه ترجعنى ع كل اللى انا ناويه .ياااااااااااااااااااااه فعلا دى مش مجرد اغنيه بالعكس ده #كــــلام معبر عن #واقـــــــع بنعيشه  #كــلـنـــا . واكيد كلنا نفسنا نتغير للأحسن اكييييييييييييد.15-10-2017 تحيااااااااااااتى #للجميع  ..مــحــمــــد,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي بشوفها من 2017 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
Meen hena f 2017,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
اي يشوف من 2017 يطج لايك 😍,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
17 ..     😎 ليك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
ana fi 2017 bsma3ha li anou fiha e7sas kbir byosel lil 9alb 3ala 6ol,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي يسمعها في 2017 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
اللى بيشوفها فى 2017 يخبط لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
اللي بيسمعها ب 2017 يدوس لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
2017 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
مين بيسمعها ف 2017,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي بيسمعها في 2017لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي بيشفها في 2017يسيب لايك وكومنت,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
ال يشوفها 2017 ﻻيك اجماعة 👆👌,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
2017 معانا هنا يدوس لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
الي بيسمعها 2017 يدوس لايك #تيموووو,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
"2017؟؟
هل من أحد يا جدعاان؟؟؟",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
تامر حسني احساس وصوط روعه 2017,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
بسمعها 2017 😢,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.163097
اللى بيشوفها فى 2017 يخبط لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
أنـا مــش عـارف اتغيـر 🎧 💔  2017/3/18✌,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
شكون يشوفها في 2017,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
الي بشوفها من 2017 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
انا بسمعها من الجزائر تحياتي 20:12  2017/03/10,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
2017 ولسه بحاول اتغير 😔😔😔,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
مين معايا 2017 هنا,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
مين بسمعها2017☹️☹️☹️,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
الي بيسمعها ب 2017 لايك,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
ياااااه بعشق الاغنيه دي 😍 من 2006 لحد وقتنا هذا 2017 بحب اسمعها بتفكرني بايام ثانويه عامله ايام وزكريات جميله عمري ماهنساها 😍💝✌,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
بسمعها واليوم 29/1/2017,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
2017/1/16 لحد الان اسمعها,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
2017  و بسمعها,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
من 2007 و أنا بسمعها للحد اليوم 😯,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
10/12/2016 نبغي هاذ الاغنية بزززاف بزاف,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
😢2016 w dakhlen 2017 w mazal nsm3ha hmdolah yarebi,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:11.930318
arwa3 masma3et klem bi tayar l3a9el,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
03/11/2016 -- 16:00gmt,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
2016 /11/03 و بسمعها,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
من العراق  بغداد  شاب عمري 24 سنه / تحياتي للجميع .  طبعاً  احب أغاني  تامر  كلها وبل اخاص هاي لن تنطبق عليها كلشي ..😑,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
Hadi ahsan ornya 3ndi kol youm asma3ha ombaachba3ch minha,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
"من سنه 2011 وانا بسمعها لهلأ عشان اثرت فيا وفي ناس كتيير 
الله ع صوووتك ياحبيبي ياتيمووو انا بحبك اوووي 😩😩💙
love you",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
"اي وربي صح 😢😢 
مشاهده ب 2016",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:12.659366
"هل اغنية تقريبا من قبل 4 سنوات و اني اسمعها و دائما اكو اتغير و الوكت جاي يمر اشهر و سنوات بس.. نفس الوضع 
29/06/2016",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:13.352319
2016 باقي اسمعها,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:13.352319
Rw3a,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:13.352319
was it 2004 when this song came out?,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:13.352319
مين سمعها ب2016,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:13.352319
"tahiya kbira tamer ana ma 2012 wana nasma3 fiha sarahatan ana tghayarttt lil ahsan wa lakin raji3t ghlat fi sana akhira..,  tahiyati tamer....  djazair",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.046494
aaah had loghnya  tfkertha ozaadt hm9atny mli ihab amir ghnaha feval fstarac 12,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.046494
anaaaa,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.046494
"shu b7bbaaa hl 8nnye
akid ken tamer by3rfne haha
l2nne bt7ke 3nne bl 7arf
Mosh 3arf at8yyr😩",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.046494
C vrais kol maa t7ab tatghayar mate9darch c durr,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.046494
اللى بيشوفها فى 2016 يخبط لايك كبرنا اوى ياجدعاااااااااااااان :),,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.046494
Wow Tamer Hosny Allah gave you amazing voice Mashallah<33,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.749456
él oghnia dii matetmalch abadan 3achan bétméss kol chakhss fina koléna bnéghla w bnérga3 néghlat  ..  Msh 3rf Atghyar,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.749456
"kol youm bey3ady 3alaya, bey3ady w yensany",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:14.749456
Are you great tameer habibi,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:15.539322
من احلي واجمل الاغاني الهادفه بجد ليك يا تامر وال سابت بصمه كبيره اوي مع الناس كلها وبلا منازع من افضل الاغاني ف تاريخ #تامر_حسني 3>,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:15.539322
b7bha <3,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:15.540323
3/6/14 and still playing this song.,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:15.540323
Masr <3,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:15.540323
تامر <3,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:16.235398
"<3 beautiful. ...song! !!!!!!!!
<3<3<3<3",,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:16.235398
ana ghaltan w dha3if w aneni :'(,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:16.235398
اغنيه رؤرؤؤؤؤؤؤؤؤؤؤؤؤؤؤؤ99999999999999999999999999999999999عه,,,youtube_fPYfJCSnbVE,,false,2026-04-03T19:05:16.939046
